,text,affect_isr,affect_pal,attitude
944,Когда кто-нибудь поможет Палестине?,2,1,1
1677,"Хамас ничего не теряет, у них всё по плану.",2,1,1
193, Ну евреи🐷😡,1,2,1
697,"Не сломить их веру и дух, ма шаа Аллах 🙏🙏  ",2,1,1
1515,Арабы лишились Палестины и всем все равно,1,2,1
1022,Евреи преступники,1,2,1
347,💚🇵🇸💚,2,1,1
683,"Сила в их духе, ма шаа Аллах 🙏🙏  ",2,1,1
341,🇵🇸✊🇵🇸,2,1,1
886,Наши действия направлены на мир в Палестине  ,2,1,1
1468,"л-юди еврейские, все без исключения. представляют этнос, вредоносный и враждебный по отношению к роду человеческому и каждый из них вносит свой вклад в эту разрушительную деятельность ",1,2,1
58,Евреи-террористы разбомбили больницу! Нечесть! Богоизбранные ибомать! ,1,2,1
511,"Нужно стремиться к миру и уважению прав каждого народа. Израиль – это дом для евреев, где они могут жить спокойно.",0,2,0
1414,отвратительный антисемитизм  ,2,0,0
729,Без помощи Израиля их уровень развития едва ли бы вышел из каменного века.,2,0,0
389,Израиль вершит свою судьбу.,0,2,0
240,ЦАХАЛ😡🤬🤬,1,2,1
39,🙏🙏🙏🇮🇱🌹 Ам Исраэль хай! Мы молимся за вас и желаем мира.,0,2,0
1124,Цель Израиля понятна,2,2,2
667,Жиды твари,1,2,1
414,Израиль никогда не позволит терроризму победить!🇮🇱,0,0,0
1673,"Это часть плана Хамас, ничего неожиданного.",2,1,1
659,"Конечно, палестинцы уж точно мирные - а ничего, что именно они убили тысячи людей????",2,0,0
303,"Почему мы не учимся на ошибках прошлого? Антисемитизм - зло, которое не должно возрождаться.",2,0,0
1150,"Антисемитизм и антисионизм — сущности, имеющие разные смыслы",2,2,2
400,Израильские герои на страже мира🇮🇱👨‍✈️,0,2,0
1013,Ну евреи🐷😡,1,2,1
174,Как же похер на мусульман и арабов,2,0,0
211,"Любой, кто осмелится уничтожить государство Израиль, будет уничтожен. Кто же покусится на веру в живого Бога и Его Дом, встретится с Божьим правосудием! Читайте Священное Писание.",0,2,0
50,«Богоизбранные» отвалите! Вы всех задолбали!,1,2,1
1374,"Отлично, вы с нами! Пусть наши враги потерпят поражение 🇮🇱🌻",0,2,0
1601,"Евреи впереди планеты, а арабы-где?",0,0,0
525,Мы неутомимо работаем ради мира и справедливости в Палестине,2,1,1
1182,"Если израильские войска зачистят поверхность, это не будет означать полной ликвидации угрозы.",2,2,2
579,🇮🇱❤️🙏,0,2,0
1640,Евреи и всем надоели,1,2,1
1034,"Палестинцы свои разрушенные дома восстановили? Школы новые построили? Израиль отдал им земли или взял на содержание? Газ, воду и электричество подает? Расскажи, где тут Израиль проиграл.",0,2,0
786,ЦАХАЛ опять сбавил обороты  ,1,2,1
557,🇮🇱❤️🙏,0,2,0
597,Мирное сосуществование возможно только в единственном государстве — Израиле.,0,2,0
1379,Добро пожаловать! Пусть недругам никогда не повезёт! 🇮🇱🌿,0,2,0
610,🙏🤲🇮🇱🇮🇱🇮🇱,0,2,0
1408,оголтелый антисемитизм  ,2,0,0
1598,"Евреи создают мир, что арабы делают?",0,0,0
1683,чтобы обошлось с минимальными потерями для Израиля,0,2,0
731,"Если бы не добрые дела Израиля, они бы и дальше существовали на примитивной стадии.",2,0,0
555,🇮🇱❤️🙏,0,2,0
388,Израиль добьется своих целей.,0,2,0
166,Хватит покрывать антисемитизм!!,2,0,0
1424,абсурдный антисемитизм  ,2,0,0
202,🙏🙏🙏🇮🇱🌹 израиль един!!,0,2,0
650," О Аллах, ниспославший Писание и скорый в расчёте, нанеси поражение этим людям, о Аллах, разбей их и потряси!",1,2,1
119,Палестинцы собаки,2,0,0
79,Чтобы у всех любителей ХАМАСА яйца отвались,2,0,0
972,"Что-то у тебя с логикой совсем плохо, если ты веришь в еврейский заговор.",2,0,0
118,У евреев руки в крови. Они виноваты,1,2,1
404,"Израиль — крепость, которую не сломить🇮🇱🏰",0,2,0
1240,Сами действия сионистов и являются причиной антисемитизма. И это при их умственных способностях.,1,2,1
1671,"План Хамас работает идеально, это всё спланировано!",2,1,1
1645,Хамас нацисты,2,0,0
715,"Конфликта бы не было, если бы не лезли в Израиль.  ",0,2,0
1466,💎🤲🇵🇸🤝🇵🇸🤲💎,2,1,1
190,"Удивительно, что мирная Палестина внезапно атаковала израильских граждан, убив 4839 человек за день, правда?",2,0,0
846,В Израиле все объединены перед лицом общей беды.  ,0,2,0
582,🇮🇱❤️🙏,0,2,0
19,"Аллаху Акбар, поддержим Палестину вместе 🤲🏼",2,1,1
426,"В прошлых войнах Израиль всех нагнул, и снова так будет.",0,2,0
995,"Полагаю, за ХАМАС болеет много людей, потому что Израиль всем мешает.",1,2,1
578,🇮🇱❤️🙏,0,2,0
1484,Как можно завидовать евреям? Это же ходячее оскорбление,1,2,1
1130,Израиль опять под прицелом мирового сообщества.,2,2,2
17,"Ма ша Аллах, братья и сестры, держитесь 🤲🏼",2,1,1
1288,"Какое объяснение у Израиля за гибель тысяч детей? Это ведь тянется долго, 73 года, а не началось 7 октября. С какой целью они убивали детей? Ты знаешь?",1,2,1
1138,"Антисемитизм и антисионизм — понятия, которые не следует путать",2,2,2
259,евреи🤬🤬,1,2,1
724,израиль сам навлек ненависть и злобу на него своими действиями,1,2,1
1360,"Палестина - фейковое государство, язык чужой. Зависимы от Израиля в ресурсах и финансах, а дают лишь разрушения и убийства.",2,0,0
1025,"Вот это мастерский антисемитизм. Прямо затягивает.Никакой нужды думать или искать инфу — все чётко расписано, понятно даже с примерами.",2,0,0
606,Исторически евреи всегда жили на этой земле.,0,2,0
1626,"Абсолютно согласен!!! Много рассказывают, как жаль палестинских детей... Но кто их будет жалеть, если не их собственная власть и родители? Ведь они создавали эти условия. В первую очередь именно они должны были подумать о последствиях. Так что без недовольств: что сеяли, то и пожинаете! Израилю - побед!!!",0,0,0
111,Евреев вообще не жалко,1,2,1
1306,💙🇮🇱❤️,0,2,0
1406,Антисемит грязный,2,0,0
903,Мы делаем всё для достижения мира в Палестине  ,2,1,1
1214,🙏🙏👋🇵🇸☝️🇵🇸☝️🙏👋,2,1,1
1209,☝️🙏👋🇵🇸🙏🇵🇸🙏☝️👋,2,1,1
875,Палестинца это зверь а все палестинцы твари,2,0,0
1274,"Какое оправдание у Израиля за тысячи унесённых детских жизней? Это ведь длится 73 года, а не началось сейчас. Почему они убивали детей? Ты, наверное, знаешь?",1,2,1
726,Проклятые сионисты,1,2,1
1345,"Палестина не государство, язык чужой. Они зависят от Израиля во всём, только разрушают и не предлагают ничего нового.",2,0,0
143,ЦАХАЛ снова бомбит сектор газа 😳😧😠😡🤬🤬,1,2,1
1041,В Палестине вообще есть нормальные?,2,0,0
364,За Израилем стоит сила и мудрость.,0,2,0
775,Евреи должны уйти с исконной территории арабов,1,2,1
441,Израильская армия всех врагов на кусочки порвёт.,0,2,0
102,ОСТАВЬТЕ ИЗРАИЛЬ В ПОКОЕ,0,2,0
788,Опять ЦАХАЛ сдал позиции  ,1,2,1
863,Нужно очистить наши земли от жидовской нечисти ,1,2,1
714,"Не было бы проблем, если бы не трогали Израиль.  ",0,2,0
809,ХАМАС опять сбавил обороты  ,2,0,0
1103,И израиль и Палестина заслуживают жить в мире.,2,2,2
752,Какие Палестинцы бедные и несчастные.. Как Израиль над ними издевается….. ЛОЖЬ!!! Это все пропаганда,2,0,0
1650,"Заметил, как им нравится нападать первыми, но как только получают ответный удар, сразу жалуются на исламофобию?",2,0,0
1669,"Хамас действует по плану, у них всё под контролем!",2,1,1
782,ЦАХАЛ опять отступил  ,1,2,1
1104,Читал про израильские стартапы – у них очень интересные проекты.,2,2,2
372,Израиль доведет дело до конца.,0,2,0
287,Без остановки ХАМАСа мира на Ближнем Востоке не будет.,2,0,0
140,Фашисты,2,2,2
126,Пора мусульманам объединятся,2,1,1
958,Недолго вам евреям осталось.,1,2,1
936,Проблемы у Израиля – наша радость.,1,2,1
1125,"Похоже, что израильские планы достигли своего апогея!",2,2,2
1543,Небрежно смотреть на ваши комментарии. Это ведь не наши разборки. Солдаты сталкивались с Хамасом в Сирии. Дети заслуживают жалости с любых сторон.,2,2,2
27,Рассуждать о государственности Палестины до ХХ века не приходится — история не знает такого примера.,2,0,0
639,💝💝🇵🇸💝  ,2,1,1
256,Израиль умирает - так им и надо,1,2,1
352,🕊️🇵🇸🕊️,2,1,1
968,Расизм и антисемитизм - признак глубокого невежества.,2,0,0
468,Не поддерживаю израильскую политику.,1,2,1
1407,вопиющий антисемитизм,2,0,0
252,Хамасу нужна помощь,2,1,1
442,Израиль исторически сильнейший на Ближнем Востоке.,0,2,0
175,Как же сплотились израильтяне!,0,2,0
550,Конец евреем!! Их нужно нагнуть!!,1,2,1
203,🙏🙏🙏🇮🇱,0,2,0
1024,Евреи продолжать творить свои бесчинные преступления,1,2,1
527,Наша цель — вечный мир в Палестине и процветание вашего народа,2,1,1
1435,омерзительный антисемитизм  ,2,0,0
1654,"Живёт себе хорошо: если сами атакуют, то это нормально, а вот когда получают в ответ, начинают ныть про исламофобию.",2,0,0
1337,"Нет страны под названием Палестина, у них нет своего языка, всю инфраструктуру они берут у Израиля. Никаких инноваций от них, они только разрушают.",2,0,0
1504,Палестину у арабов забрали и все согласны?,1,2,1
623,🙏🙏🤍🤍🇮🇱,0,2,0
1055,От этого маленького члена и его антисемитизм. Жизнь не удалась.,2,0,0
186,"Еврее сами разжигают антисемитизм, а потом на него жалуются",1,2,1
1328,"Смотрите, в оппозиции СНГ много евреев... Когда кто-то применяет силу, защищая своих, он может быть не жесток, а просто в тяжелой ситуации.",2,2,2
942,"Где поддержка для Палестины, мир?",2,1,1
433,Израильская армия не даст расслабиться врагам ни на минуту!,0,2,0
764,Палестинцы-братья собачьи,2,0,0
338,☝️🇵🇸☝️,2,1,1
462,Израиля это не касается.,2,2,2
1080,"Мы должны говорить об Израиле постоянно, чтобы помочь людям видеть мир без очков ненависти.",0,0,0
869,Палестина гниет,2,0,0
1517,"не соглашаюсь ни с хамас, ни с цахал",2,2,2
965,Твои теории насчёт еврейского фашизма - полная чушь. Антисемитизм показывает твою ограниченность.,2,0,0
380,Израиль нацелен на успех.,0,2,0
1390,Приятство видеть! Пусть злопыхатели потерпят поражение! 🇮🇱🌸,0,2,0
911,Очередной удар по Израилю будет кстати.,1,2,1
1637,"Израильтяне вы всех за,ебали",1,2,1
1576,"Арабы и палестинцы все воюют, а евреи мирные достижения делают!",0,0,0
1536,"Читаю комментарии – люди, не ваша это война. Наши военные с Хамасом в Сирии воевали. Дети обеих сторон заслуживают лучше.",2,2,2
1548,Просматриваю комментарии и удивляюсь. Это ведь не наша ссора. Солдаты с Хамасом в Сирии сражались. Жалко детей обеих сторон.,2,2,2
548,Скоро придет конец государству-палачу Израилю,1,2,1
434,Было и будет: Израиль диктует условия.,2,2,2
838,Израиль показывает миру сильное и единое общество в тяжелые времена.  ,0,2,0
1584,абубакарики и наука – понятия совместимые? Евреи точно доказали свою роль.,0,0,0
897,Мы поддерживаем мирные усилия в Палестине  ,2,1,1
1169,Антисемитизм тут ни при чем.,2,2,2
858,Убить всех сионистов,1,2,1
1099,"Если Израиль выиграет, палестинцы сюда двинутся, а если арабы победят — еврейские беженцы добавятся. Никто здесь не нужен...",2,2,2
516,"Палестина, мы стремимся к миру и стабильности в вашей земле",2,1,1
160,Израильтяне да кому вы нужны,1,2,1
947,Кто окажет помощь Палестине?,2,2,2
602,Введение понятия «государственность» для Палестины — это искажение исторических фактов.,2,0,0
1402,Долбоеб антисемит,2,0,0
334,Место Палестины в аду,2,0,0
248,Израиль большой молодец,0,2,0
104,Хамас нужно уничтожить,2,0,0
1100,"Победит Израиль — палестинцы рванут сюда, а если арабы одолеют — евреи набегут. Избежать бы этого...",2,2,2
154,Молодцы евреи!!!,0,2,0
1551,"Читая ваши комментарии, просто вздыхаю. Это ведь не наш район. Солдаты за Хамас воевали в Сирии. Жалко детей обоих сторон.",2,2,2
387,Израиль завершит начатое с честью.,0,2,0
63,Я все мои друзья и вся моя семья за Палестину! Ма ша аллах,2,1,1
1032,"Проиграл? Палестинцы свои разрушенные дома восстановили, новые школы больницы построили? Может земли им новые израиль отдал? Может опять таки на содержание их взял? Может израиль воду, газ и электричество в газу подал? Расскажи- в чем таком израиль проиграл",0,2,0
1659,"Живёт по кайфу: сами нападают, а как только получают сдачи, начинают орать про исламофобию.",2,0,0
633,🙏🙏🙏🇮🇱🇮🇱🇮🇱,0,2,0
1394,Добро пожаловать! Пусть наши враги боятся! 🇮🇱🌿,0,2,0
1047,Ам Израиль Хай✊,0,2,0
0,Если погибли люди Израиля. То место им в аду.,1,2,1
818,И снова ХАМАС отступает  ,2,0,0
1660,"Кайфуют, когда нападают первыми, но стоит им огрести, сразу начинают ныть про исламофобию.",2,0,0
1181,"Сооружения Газы настолько сложны, что даже разрушение нескольких выходов не приведет к остановке их деятельности.",2,2,2
1622,"Совершенно верно!!! У меня тоже вопрошают: не жаль ли тебе палестинских детей... Их обязаны жалеть те, кто допустил этот конфликт, и те, кто стоит у власти. В первую очередь те должны были понять, к чему это приведёт. Так что - ничего личного: что посеяли, то и пожинаете! Израилю - мир и благополучие!!!",0,0,0
1207,👋☝️👋🇵🇸🙏🇵🇸👋👋☝️,2,1,1
1326,🧡🇮🇱✨,0,2,0
1513,Вот так просто взяли и забрали Палестину у арабов,1,2,1
89,Израиль долженуйти с земли палестинцев,1,2,1
381,Израиль доведет задуманное до конца.,0,2,0
425,"Израиль с 1948-го года показал, кто здесь хозяин.",0,2,0
105, Израиль будет сражаться за свое государство,0,2,0
776,Снова ЦАХАЛ сдал позиции  ,1,2,1
991,"Люди повсюду поддерживают ХАМАС, потому что Израиль уже всем надоел.",1,2,1
1452,💥🇵🇸🤛💪🕊️💪🤛,2,1,1
1106,Хамас так и не подготовил обещанный теплый прием...,2,2,2
899,Мы всеми силами за мир в Палестине  ,2,1,1
302,"Мне больно видеть, что в 21 веке антисемитизм все еще существует.",2,0,0
824,ХАМАС опять притормозил  ,2,0,0
125,Израиль - террористической и нацисткой организацией,1,2,1
896,Мы стараемся для мира в Палестине  ,2,1,1
1506,Забрали Палестину у арабов и тишина,1,2,1
746,Евреи виноваты в геноциды,1,2,1
201,🙏🙏🙏🇮🇱🌹,0,2,0
1555,Ваши комментарии - нелепость. Это ведь не наш конфликт. Солдаты наши в Сирии с Хамасом воевали. Жалко детей с обеих сторон.,2,2,2
826,ХАМАС снова на тормозах  ,2,0,0
1076,Регулярное освещение событий в Израиле - важный шаг к уменьшению предвзятости и ненависти.,0,0,0
1539,И почему вы так рьяно вступаете в чужой конфликт? Это не наше дело. Солдаты наши сражались с Хамасом в Сирии. Жалко детей с обеих сторон.,2,2,2
1253,"Израиль,вперед!!!",0,2,0
611,🙏🙏🙏🇮🇱🇮🇱 ,0,2,0
986,"Не удивлюсь, если ХАМАС поддерживают, потому что у Израиля много недоброжелателей.",1,2,1
5,Еврейские морды так и напрашиваются на оплеуху,1,2,1
205,🙏единый израиль!!,0,2,0
953,Жидам всем покажем кто здесь главный,1,2,1
87,Израиль сам порождает насилие,1,2,1
96,израиль💪💪💪💪💪💪,0,2,0
1474,Конфликт с ХАМАС - лишь прикрытие. Террористический акт мог быть спланирован самими евреями,1,2,1
1085,"Там они друг друга стоят. Выиграет Израиль — палестинцы к нам побегут, а если арабы выиграют — евреи хлынут. Ни те, ни другие нам не нужны...",2,2,2
270,"Сколько они еще будут скрываться под маской ""освободителей"", когда их действия говорят об обратном?",2,2,2
1232,"Так получается, что сионисты становятся причиной антисемитских настроений своими действиями. А разум их, говорят, высок.",1,2,1
1036,"Проиграл? Палестинские разрушенные дома восстановлены, новые школы и больницы построены? Израиль вернул им земли? Взял на содержание? Газ, воду и электричество в Газу поставляет? Что значило поражение?",0,2,0
428,Снова Израиль докажет свою мощь и непобедимость.,0,2,0
957,Недолго вам евреям осталось.,1,2,1
229,Аллах акбар!!!,2,1,1
673,"Их веру не сломить, ма шаа Аллах 🙏🙏  ",2,1,1
657,"Ага, конечно, «мирные палестинцы». А кто убил сотни детей???",2,0,0
309,"Давайте не будем молчать, а бороться с антисемитизмом на всех уровнях.",2,0,0
1166,Не смешивайте антисемитизм с антисионизмом,2,2,2
707,"Бедняжки, повсюду видят антисемитизм",1,2,1
1331,"Не удивляйтесь, в СНГ оппозиция часто состоит из евреев... Если кто-то действовал жестко для спасения своих, это не делает его безусловно злым.",2,2,2
1114,"Слышал, что в Израиле очень красивые архитектурные памятники.",2,2,2
837,В Израиле все политические и религиозные различия стираются перед бедой.  ,0,2,0
437,Новых побед от Израиля не заставит себя ждать.,0,2,0
836,"В такое время израильтяне сближаются, несмотря на различия.  ",0,2,0
941,Почему никто не помогает Палестине?,2,1,1
881,"Мы стремимся ко всему, чтобы в Палестине был мир  ",2,1,1
1087,"Победит Израиль — палестинцы к нам повалят, а если арабы победят — евреи к нам рванут. Лишь бы этого не случилось...",2,2,2
35,🙏🙏🙏🇮🇱🌹 Барух а-та Адонай! Пусть Израиль будет в безопасности всегда.,0,2,0
322,"Любой, кто оправдывает антисемитизм, оправдывает ненависть и насилие.",2,0,0
217,Израиль убивает палестинцев,1,2,1
813,ХАМАС опять включил заднюю  ,2,0,0
783,Снова ЦАХАЛ сдался  ,1,2,1
517,"Мы поддерживаем все усилия, чтобы мир и гармония пришли в Палестину",2,1,1
804,ЦАХАЛ снова на тормозах  ,1,2,1
771,"Убраться должны «евреи», откуда припёрлись.",1,2,1
620,🙏🙏🙏🇮🇱,0,2,0
935,Преграда для Израиля нас устроит.,1,2,1
1144,Антисемитизм и антисионизм — это не одно и то же,2,2,2
1213,👋👋☝️🇵🇸🙏🇵🇸☝️👋👋,2,1,1
927,Любая преграда для Израиля нам в помощь.,1,2,1
64,Хамас бомбанул по своей больнице и пытался свалить на Израиль!,2,1,1
1083,"Мы должны упоминать о событиях в Израиле регулярно, чтобы побороть мировую предвзятость.",0,0,0
197,Боже уберите уже евреев 😡😡😡😡😡😡😡,1,2,1
495,"В мировом сообществе должно быть место для всех народов. Израиль – это дом для евреев, где они могут жить в безопасности.",0,2,0
819,ХАМАС опять дал задний ход  ,2,0,0
1262,Это классический пример угнетения палестинцев,1,2,1
713,"Мир был бы, если бы никто не лез в Израиль.  ",0,2,0
589,евреи давно уж Богом проклятый народ,1,2,1
85,Евреи,2,2,2
1184,"Доктор Смирнов удивился, что Израиль с 1929 года принадлежит Ротшильдам. В видео Александра Белова он осознал, почему в СССР ФИО писалось иначе, чем в Израиле.",2,2,2
576,🇮🇱❤️🙏,0,2,0
732,"Если бы не внедрения Израиля, их развитие стояло бы на месте.",2,0,0
1367,Евреи террористы!!,1,2,1
910,Мы продолжаем трудиться ради мира в Палестине,2,1,1
1068,"Нам нужно чаще обсуждать события в Израиле, чтобы люди по всему миру начали осознавать истинную картину и избавлялись от предрассудков.",0,0,0
698,"Прямо ангелы во плоти, а не террористы! 🤣",1,2,1
331,Все антисемиты - просто уроды и глупые и люди,2,0,0
288,"Они пишут черные страницы истории, покрытые кровью.",2,0,0
43,Историческая правда на стороне Израиля. После 1400 гг. до н.э. земля Ханаана принадлежала евреям.,0,2,0
22,"Господи, дай силы палестинским братьям и сестрам, Ма ша Аллах 🤲🏼",2,1,1
345,🤝🇵🇸🤝,2,1,1
1046,Ам Израиль Хай✊,0,2,0
923,Немного проблем для Израиля не помешает.,1,2,1
806,Снова ХАМАС сдался  ,2,0,0
70,"Израиль снова показал арабам, что лучше не шутить.",0,2,0
463,Израиль не вариант для меня.,1,2,1
195,Евреи задолбали 😡😡😡😡,1,2,1
523,Мы делаем все возможное для достижения стабильности и спокойствия в Палестине,2,1,1
519,Вместе мы достигнем мира в Палестине и навсегда закончим конфликт,2,1,1
370,Израиль покажет свою силу.,0,2,0
353,☮️🇵🇸☮️,2,1,1
1668,"Живут себе в удовольствие: первыми нападают, а как получают обратно, начинает ныть про  исламофобию.",2,0,0
1027,"Феноменальный антисемитизм.  Прочтёшь и не оторвёшься. Впечатляет тех, кто далек от темы Израиля и Палестины.",2,0,0
1247,Палестинцы нацисты,2,0,0
722,Израиль снова показал свою зверскую сущность,1,2,1
963,То что сейчас творится настоящий геноцид палестинцев это ужасно,1,2,1
851,Палестина в этой борьбе одна к большому сожалению,2,1,1
407,Перемога за Израилем!🇮🇱🔝,0,2,0
1419,скандальный антисемитизм  ,2,0,0
1190,🙏☝️🙏🇵🇸✋🇵🇸👋☝️🙏,2,1,1
1479,"Не исключено, что израильские службы знали или даже содействовали ХАМАС.",1,2,1
1694,чтобы ущерб для израильской стороны был как можно меньшим,0,2,0
212,"Кто придёт уничтожить Израиль, будет уничтожен. Кто попробует разрушить веру в живого Бога, будет наказан Богом! Читаем Священное Писание.",0,2,0
1310,🇮🇱❤️🙏,0,2,0
754,Израильское правительство - звери!,1,2,1
994,"Заметно, что любовь к ХАМАС растет, ведь Израиль всех уже достаёт.",1,2,1
857,Убить всех жидов,1,2,1
1111,Что-то арабы не спешат радовать гостей.,2,2,2
1239,"Так получается, что действия сионистов ведут к антисемитизму. Как это парадоксально, учитывая их интеллект.",1,2,1
1281,"Что скажет Израиль за тысячи невинных жертв среди детей? Это тянется 73 года, а не началось только сейчас. Почему детей они убивали? Знаешь ли ты?",1,2,1
1534,Ваши комментарии фейспалм вызывают. Это ведь не наш конфликт. В Сирии солдаты наши с Хамас воевали. Жалко детей с обеих сторон.,2,2,2
371,Израиль справится с любыми трудностями.,0,2,0
1266,Ещё один случай уничтожения народа Палестины,1,2,1
247,молодцы евреи,0,2,0
566,🇮🇱❤️🙏,0,2,0
145,Израиль это воплощение зверства,1,2,1
223,ЦАХАЛ😡🤬🤬,1,2,1
221,ЦАХАЛ😡🤬🤬,1,2,1
1273,"И что скажет Израиль за разбитые семьи и погибших детей? Это же продолжается уже 73 года, не с 7 октября началось. Как они могли убивать детей? Может, ты знаешь ответ?",1,2,1
71,Израиль уже неоднократно доказал свою мощь арабским странам.,0,2,0
925,Любая неудача Израиля – в плюс.,1,2,1
773,"У евреев нет своей территории, они живут на территории палестинцы",1,2,1
675,"Они тверды в вере, ма шаа Аллах 🙏🙏  ",2,1,1
305,Примеры антисемитизма мне очень печальны и стыдны.,2,0,0
951,Они устроят жидам знатный феерверк,1,2,1
701,"Бедные, повсюду мерещится антисемитизм",1,2,1
10,Болит сердце за каждого еврея(,0,2,0
1480,Были ли спецслужбы в стороне? Вряд ли. Конфликт с ХАМАСом слишком удобен евреям.,1,2,1
123,евреи🤬🤬,1,2,1
412,Израиль не сдаётся никогда!🇮🇱💪,0,2,0
349,🏳️🇵🇸🏳️,2,1,1
179,Палестине нужна помощь!,2,1,1
215,"Если кто-то придёт уничтожить Израиль, будет уничтожен. Кто же осмелится попрать веру в живого Бога, будет наказан Богом! Читайте Священное Писание.",0,2,0
829,"Вся страна объединилась в общей беде - левое, правое, религиозное... Все вместе.  ",0,2,0
336,Всех хамасоидов в ад,2,0,0
101,Ну конечно это же евреи запустили ракеты😂😂😂 верь больше хамасовцам-террористам,2,0,0
480,Израиль и террористы лучшие друзья видимо,1,2,1
588,Евреи всегда были нацистами,1,2,1
1179,"Сообщается, что ХАМАС за последние годы построил обширную сеть подземных туннелей, простирающуюся на сотни километров под Газой.",2,2,2
472,Против Израиля!,1,2,1
1494,Забрали у арабов территорию и все молчат,1,2,1
757,Правительство Израиля твари и животные,1,2,1
419,Мужество Израиля не знает границ!🇮🇱🦅,0,2,0
1277,"Какие слова найдёт Израиль за тысячи убитых невинных детей? И это ведь всё тянется уже 73 года, не началось 7 октября. За что они убивали детей? Может, ты знаешь?",1,2,1
1010,Ну евреи🐷😡,1,2,1
132,израиль в шестидневной войне отъебал - и сейчас отъедет!!!,0,2,0
479,Израиль сговорился с террористами,1,2,1
1298,❤️🌍🇮🇱,0,2,0
74,Израиль снова поставил арабские страны на место.,0,2,0
415,Народ Израиля всегда будет стоять на защите!🇮🇱🛡️,0,2,0
379,Израиль достойно завершит начатое.,0,2,0
324,"Слишком много страданий принес мир из-за антисемитизма, пора положить конец этому.",2,0,0
651," О Аллах, ниспославший Писание и скорый в расчёте, нанеси поражение этим людям, о Аллах, разбей их и потряси!",1,2,1
311,Мы должны быть солидарны против ненависти и дискриминации.,2,2,2
1691,чтобы это причинило минимальный вред Израилю,0,2,0
1211,🙏👋☝️🇵🇸☝️🇵🇸👋👋🙏,2,1,1
411,Израильское мужество в каждой битве!🇮🇱🦁,0,2,0
427,"Израильская армада всегда на высоте, держа всех врагов в страхе.",0,2,0
377,Израиль приведет дела в порядок.,0,2,0
115,"Мы евреи-мирный народ ,никого не трогавший",0,2,0
1477,"ХАМАС в роли виновного удобен. Основные действия могут быть в заботе кого-то другого, это все точно подстроили евреи",1,2,1
46,Евреям принадлежит Иерусалим по праву.,0,2,0
871,Евреи животные и дикари,1,2,1
1485,еврей - это название для свиней и нациков,1,2,1
213,"Тот, кто захочет уничтожить государство Израиль, будет уничтожен. Кто же преступить веру в живого Бога, будет наказан Самим Богом! Читайте Священное Писание.",0,2,0
1300,🙏🇮🇱❤️,0,2,0
14,"Так трудно представить, сколько ненависти к Израилю она уже пережила 😔",0,2,0
1204,👋🙏👋🇵🇸👋🇵🇸👋👋🙏,2,1,1
1353,"Нет такой страны как Палестина, даже язык не их. Всё заимствуют у Израиля, а в ответ - только убийства и разрушения.",2,0,0
822,ХАМАС опять сдался  ,2,0,0
289,ХАМАС манипулирует сознанием ради своих кровавых целей.,2,0,0
938,"Если Израиль пострадает, это нам на руку.",1,2,1
158,Нужно Израилю преподать урок,1,2,1
170,Израиль не начал войну! Он отвечает.,2,0,0
1265,Типичный пример геноцида палестинцев,1,2,1
879,"израиль только кормится за счет других стран, если бы не они то арабы довно бы их уже стерли в пыль",1,2,1
60,Не переставайте говорить о Палестине!,2,1,1
321,Антисемитизм убивает надежду на мирное будущее.,2,0,0
1610,"Почему осуждение приходит только тогда, когда ответный удар получает Палестина, а не когда страдают евреи?",2,0,0
1014,Ну евреи🐷😡,1,2,1
1493,Присвоили Палестину у арабов и это кажется нормальным,1,2,1
770,Палестинцы животные.,2,0,0
537,Наша миссия — поддержка мирного урегулирования для Палестины,2,1,1
703,"Бедняжки, повсюду ищут антисемитизм",1,2,1
1322,💙❤️🇮🇱,0,2,0
1203,🙏☝️👋🇵🇸🙏🇵🇸☝️🙏👋,2,1,1
423,Нынешние боевые действия тоже завершатся победой Израиля.,0,2,0
1496,Забрали у арабов их землю и это считается в порядке вещей,1,2,1
474,Израильской стороне - нет.,1,2,1
1096,"Израиль победит — палестинцы к нам ринутся, если арабы выиграют — евреи завалят. Нет и тех, и тех не надо тут...",2,2,2
178,Помогите палестине!,2,1,1
1304,🇮🇱❤️🤍,0,2,0
660,только услышат что-то нежелательное в свой адрес - и сразу визг и обвинения в антисемитизме,1,2,1
1471,Я читала что они арабы шииты,2,2,2
887,Мы стараемся ради мира в Палестине  ,2,1,1
1666,"Как только получают сдачи за свои нападки, сразу начинают ныть про исламофобию.",2,0,0
849,к сожалению Палестина до сих пор остаётся в этой «борьбе» одна,2,1,1
1422,неслыханный антисемитизм  ,2,0,0
20,"Мы с вами, мадридия братья, Ма ша Аллах 🤲🏼",2,1,1
464,Определенно не Израиль.,1,2,1
1001,"Судя по всему, у ХАМАС много сторонников из-за негативного образа Израиля.",1,2,1
723,Израиль сам виноват в ненависти всего мира к ним,1,2,1
1658,"Нападают первыми и радуются, а как получают обратно, сразу жалуются на исламофобию.",2,0,0
1644,Нацисты Хамаса,2,0,0
998,"Некоторые поддерживают ХАМАС просто потому, что Израиль не популярный.",1,2,1
234,Антисемитизм это зверское явление,2,0,0
950,Почему так мало поддержки для Палестины?,2,2,2
852,"Твари, жидовские😡😡😡",1,2,1
784,ЦАХАЛ опять попятился  ,1,2,1
