,text,affect_isr,affect_pal,attitude
2912,"Красиво раскатали Израиль в медийке. Сейчас ещё госпиталь брать будут, где как бы штаб квартира КАМАЗа, посмотрим на количество жертв",1,2,1
2913,"К сожалению иск будет на бумаге, но время всё расставит когда нибудь. Все детоубийцы понесут наказание или в нашем мире или после смерти. На все воля Аллаха ☝️",1,2,1
2914," слава Богу, настало время вспомнить... Благо, сущность сионизма и сионистов проявилась во всей красе.",1,2,1
2915,"Государство Израиль - это фашистское образование, которое должно быть ликвидировано как юрлицо. Что они в последние месяцы творят - это хуже хохлов. Меня в антисемитизме упрекнуть не получится, я сам из них происхожу (ты моих отца и деда не видела - там вся скорбь на лице). Из хохлов, кстати, тоже. У меня половина восточной Европы в генах.",1,2,1
2916,"Израиль, на минуточку, создан террористами и финансистами. Ещё Сталин помог, но тут он ошибся и в отместку стал щемить советских евреев.",1,2,1
2917,"И плюс бомбардировки, которые не прекращаются и не прекратятся. Более того, ЦАХАЛ обещает в ближайшее время ""расширить операцию в воздухе, на воде и на суше"". Фашисты проклятые.",1,2,1
2918,Жиды валите в америку!!! Там таких животных любят 💩💩💩,1,2,1
2919,"по сравнению с вами, Израиль, Гитлер — малыш и слабак ... Еврейскому государству — смерть! Это портал в преисподнюю! Скорее объединяйся, арабский мир, и давай отпор убийцам!",1,2,1
2920,Кто нас судить собрался? Нацисты устроившие геноцид палестинцам? Судить Израиль нужно!,1,2,1
2921, юнеско- жидовская организация по хищению артефактов из стран Востока!,1,2,1
2922," очень с вами согласен. У хохла мозгов только на поесть и насрать соседу под дверь. Больше похоже, что жид жида обманул!",1,2,1
2923,"Повторяю ,господа евреи ,что бы победить ,вам надо вспомнить своих предков в Сталинграде и Кенигсберге .А все просрали .Вот и результат : обосранный Цахал посреди Газы ,без результатов операции .",1,2,1
2924,А на что Израиль рассчитывал вообще? Всеобщее одобрение его действий?,1,2,1
2925,Израиль -государство сатанистов -язычников. Наступит время когда сионистское зло человечества будет низвергнуто в Ад.,1,2,1
2926,Совсем дядька носатый оччумаччеччился! В Израиле там все такие? Пускай они покажут всей планете свое реальное лицо! Фуу 🤮 🐀 🇮🇱 🐀,1,2,1
2927,"Концлагерь, который контролирует Израиль !  Скажите, почему евреев Гитлер недолюбливал?",1,2,1
2928,"иудеи говорят идите на юг и бомбят юг, ах придумщики какие!",1,2,1
2929,"Теперь интересно посмотреть, как террористы ЦАХАЛа выполнят свою часть договоренности",1,2,1
2930,"не только фашистов,римлян греков,турков. .И зачем бог дал Израиль евреям 4 тыс лет назад .моисей фашистов с египта вывел.",1,2,1
2931," конечно , Израиль всегда говорит ""правду"", а все остальные наглые лжецы....🤦🤣🤣🤣",1,2,1
2932,"А сколько чертил в израиле радовалась и радуются тому ,что творится в Палестине? на себя посмотрите,прежде чем кого то судить.",1,2,1
2933,Сколько же евреев -хамов вскрылись с началом СВО и Хазанов в их числе. Что ж скатертью дорога к евреям в Израиль!,1,2,1
2934,Вот о чем говорит мощная армия в сектор газа потере тысячами у Израиля за  4 219 человек 👍👍👍,1,2,1
2935,"Да пох на этот Израиль, его давно пора снести с лица земли",1,2,1
2936,"~ у них не будет ни электричества, ни еды, ни топлива. Всё закрыто. Мы боремся с животными, дикарями — и действуем соответственно  когда другие державы делают такое же, и даже мягче - общественность запада осуждает. Организации и соц сети на ушах стоят. Но когда делает Израиль - естественно, Запад и США молчат)  классика  p.s я не имею ввиду что ХАМАС святые и тд, тут именно возмущает отношение когда государство принимает прагматичные военные шаги.. но при том одни получают за мудрость по орехам, а другие наоборот - не получают ни осуждения, ни санкций и все говорят молодца",1,2,1
2937,"В 1975 году сионизм был определен как разновидность расизма и расовой дискриминации Совбезом ООН.  В 1975 г. Генеральная Ассамблея ООН приняла принципиальное решение осудить сионизм как форму расизма и расовой дискриминации.   Основаниями для принятия Резолюции №3379 от 9 ноября 1975 г. была повседневная антигуманная и репрессивная практика Израиля на оккупированной палестинской территории.   Тогда ООН, а раньше и другие международные организации и конференции, осудили преступный альянс сионизма и южноафриканского режима апартеида, расистскую политику Израиля на оккупированных арабских территориях, определили сионизм как угрозу всему человечеству и призывали все народы мира противостоять этой человеконенавистнической идеологии.  ТЕПЕРЬ ПОНЯТНО ПОЧЕМУ???  https://web.archive.org/web/20121206052903/http://unispal.un.org/UNISPAL.NSF/0/761C1063530766A7052566A2005B74D1  Р.S. Впоследствии эта резолюция была отменена стараниями в том числе Иудушки Горбачёва.",1,2,1
2938," у Хамаса нет такой ракеты. До бомбардировки натаньяху опубликовал подозрительную запись на своей странице после чего больница была разгромлена. После этого он удалил запись,крыса трусливая.",1,2,1
2939," пока что Израиль убивает женщин и детей, увы и ах. Неповинных в преступлениях, совершенных хамасниками. Чем провинилась перед израильтянами маленькая девочка, погибшая от израильского удара? Я видел ролик, как отец, кричащий от отчаяния, нес ее на руках. И если до этого он не был в хамас, то после такого точно туда пойдет. Просто чтобы отомстить. В общем, вы экзамен на человека не сдали.",1,2,1
2940,израилю нужно дать по мозгам,1,2,1
2941,"По губам видно он только в род берёт, как еврей.",1,2,1
2942,"Какие правила войны,их не знают аборигены евреи, дикари.",1,2,1
2943,"Арабы семиты. Соответственно ненависть к арабам-мусульманам колонизирующим Евросовок - самый настоящий антисемитизм  Арабы больше семиты чем евреи, евреи давно вписаны в белых угнетателей",1,2,1
2944,Евреи ответят за такое 100%,1,2,1
2945,Я антисионист!,1,2,1
2946,"Позывной ""Батюшка"" сегодня в 4:01 ""Кто не скачет, тот араб!"", ""араба на гиляку!"" Евреи и арабы братские народы, одного праотца имеют - Авраама. Но посмотрите, сколько ненависти в словах израильтян: ""Вали отсюда! Сдохни!"" Каждый пятый гражданин Израиля - араб. Но это граждане второго сорта. Еврейский национализм выглядит именно так.  «Кто сеет ветер, пожнет бурю» (Ос.8:7)",1,2,1
2947,Шайтан друг Израиль,1,2,1
2948,Я думаю евреи(террористы)подписали себе смертный приговор на много лет в перед !!Им это просто так не сойдет !!!,1,2,1
2949,все сигналы и координации по миру проходят ЗАРАНЕЕ до СОБЫТИЙ. в виде сообщений.... а вот и 22. основной жыдовник лондон сити на очереди. привет от 22-х,1,2,1
2950,"Дракон умер, родился новый дракон.позор еврейскому правительству",1,2,1
2951,"Всегда поражает тонкая душевная организация евреев: только услышат что-то нежелательное в свой адрес - и сразу визг и обвинения в антисемитизме. Да, антисемитизм. И что такого. Русских вообще запретили на этой планете, но мы живём, радуемся, не устраиваем истерик. И даже теперь, когда Израиль показал свой кровавый оскал, убивая мирных палестинцев и малых детей, никто не в праве их за это осудить, т.к. сразу припечатают ярлык ""антисемит"". Да сколько угодно, глубоко плевать на эти ярлыки. Народ злой, кровожадный, неблагодарный",1,2,1
2952,"Израиль должен быть, уничтожен и ликвидация 😡",1,2,1
2953," даёт объективную инфу. Теперь о махинации, она же манипуляция. Люди читают заголовок, тот что крупными буквами... И от ужаса у них стынет в жилах - кто же это мог сделать с израильским детьми, конечно ужасный ХАМАС... (Значит хороший   - до тла Газу спалить) Фьсё.  Мелкий шрифт под фото не читает уже никто. А нап сан он для отмазки. Таймс потом скажет, это вы не правильно прочитали, а мы же внизу (мелким бисером) написали, что это палестинские дети... Но кого это уже волнует. Евреи хорошие, арабы плохие - вот так и формируется извращённое общественное мнение.",1,2,1
2954,"Геноцид палестинцев показал будущее любого народа, если рядом поселятся евреи.",1,2,1
2955,еврейские ФАШИСТЫ.,1,2,1
2956,"Вот только ни Путину, ни России с геополитической точки зрения это нафиг не надо. Детей жалко. Израилю бы дать по носу хотелось, но.... увы",1,2,1
